exit_status,runid,read_id,filename,barcode,accuracy,identity,model,name,start,end,coverage,URL,categories,seq_id,seq_len,taxon,taxon_id,cluster_id
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,2d40c8e7-aff5-4c28-869a-6a7dca795a3c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,78.77,83.42,protein homolog model,emrB,0,1540,100,https://card.mcmaster.ca/ontology/36213,efflux pump conferring antibiotic resistance,1173,1540,Escherichia coli str. K-12 substr. MG1655,511145,143
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,7f69492d-b971-4cd9-8549-cebb6d0732b6,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,89.32,95.96,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,955,61.852,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,160fa484-489c-4e7f-aad9-d8ed82849d16,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,69.7,79.66,protein knockout model,Klebsiella OmpK36 conferring resistance to beta-lactam,78,523,40.308,https://card.mcmaster.ca/ontology/40739,gene conferring resistance via absence. gene modulating permeability to antibiotic,2169,1104,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,324
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e369ca60-0406-477a-8988-ecb254ba5705,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_7.fastq,barcode03,77.44,82.13,protein homolog model,cpxA,46,1375,96.655,https://card.mcmaster.ca/ontology/37210,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,737,1375,Escherichia coli O157:H7 str. Sakai,386585,201
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5b501f6c-334b-4cbe-beae-e06d6c8ee20f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,75.34,81.01,protein homolog model,smeE,843,1480,20.391,https://card.mcmaster.ca/ontology/39490,efflux pump conferring antibiotic resistance,283,3124,Stenotrophomonas maltophilia,40324,32
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,d64d486f-f34f-43aa-a506-dbeb0b77163e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,76.76,81.2,protein homolog model,mfd,10,3447,99.71,https://card.mcmaster.ca/ontology/40538,fluoroquinolone resistance gene. antibiotic target protection protein,1528,3447,Escherichia coli str. K-12 substr. MG1655,511145,9
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,751dfd8b-462a-43e0-b15b-8b8afe8bdbbd,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,95.7,97.52,protein homolog model,TEM-4,0,1061,100,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,6f3b0ca8-2db6-43bd-a5e0-50043945b9cb,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,94.4,97.77,protein homolog model,vgaC,0,231,100,https://card.mcmaster.ca/ontology/39265,efflux pump conferring antibiotic resistance,2151,231,Enterobacter cloacae,550,852
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,32e5acc1-ae42-4d8d-a703-48ffb89ffa5b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,94.06,95.74,protein variant model,Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa,0,1184,99.916,https://card.mcmaster.ca/ontology/39954,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2206,1185,Escherichia coli str. K-12 substr. MG1655,511145,242
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e3435775-b079-45cc-844a-ec4462051d6d,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,77.19,80.9,protein homolog model,acrD,0,3114,99.968,https://card.mcmaster.ca/ontology/36630,efflux pump conferring antibiotic resistance,184,3115,Escherichia coli str. K-12 substr. W3110,316407,34
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,cf908ea5-15f8-406d-9bf6-9b920bd0119b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,94.16,97.29,protein knockout model,Klebsiella OmpK35 conferring resistance to beta-lactam,0,682,99.708,https://card.mcmaster.ca/ontology/40737,gene conferring resistance via absence. gene modulating permeability to antibiotic,2171,684,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,659
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,42f6fb0b-2df2-4666-900d-0b57de17a6da,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,96.94,99.19,protein homolog model,OXA-1,0,877,100,https://card.mcmaster.ca/ontology/37796,beta-lactam resistance gene. antibiotic inactivation enzyme,263,877,Pseudomonas aeruginosa,287,463
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,cfac81f8-cacb-4f77-a1c3-b5e6ed667dd4,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,92.23,96.48,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,822,1205,77.5,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f2571e84-ef18-47da-abb7-00dd294b9164,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,77.24,81.48,protein homolog model,acrD,0,1132,44.17,https://card.mcmaster.ca/ontology/36630,efflux pump conferring antibiotic resistance,184,3115,Escherichia coli str. K-12 substr. W3110,316407,34
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e1f2c308-96ce-4493-9364-1624f102418e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,82.82,86.88,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,11,2637,99.583,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,339e347f-4f52-4fdd-b067-73c4ebb6f9de,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,90.27,95.33,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,2526,2637,38.516,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,548c7257-c7c8-4467-8d40-0d70cf8247d3,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,94.38,99.41,protein homolog model,msrE,257,1477,82.6,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,c9eb72f4-6a38-4fcb-bff9-2030af838c56,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,81.05,83.67,protein variant model,Escherichia coli mutant GlpT conferring resistance to fosfomycin,33,1359,97.572,https://card.mcmaster.ca/ontology/40588,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2235,1359,Escherichia coli str. K-12 substr. MC4100,1403831,202
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e6d0df21-7fd3-4da9-bb41-a7445150e10b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,81.19,85.64,protein homolog model,H-NS,19,415,95.422,https://card.mcmaster.ca/ontology/37020,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,1445,415,Escherichia coli O157:H7 str. Sakai,386585,824
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,be96ce24-ea28-47db-bde2-200a7b354b1a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,88.34,95.22,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,7b4aa379-a872-4d15-9b98-84176c5c7de4,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,95.75,99.32,protein homolog model,dfrA14,0,301,72.115,https://card.mcmaster.ca/ontology/39293,trimethoprim resistance gene. antibiotic target replacement protein,654,484,Escherichia coli,562,781
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,03f2d626-46d1-4bf5-9812-2f180e13e346,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,78.51,82.56,protein homolog model,YojI,127,1626,91.18,https://card.mcmaster.ca/ontology/40722,efflux pump conferring antibiotic resistance,1806,1644,Escherichia coli str. K-12 substr. MG1655,511145,132
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,d3b12aa7-d640-4aea-966b-c3df20d614b2,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,89,95.19,protein homolog model,oqxB,410,608,60.772,https://card.mcmaster.ca/ontology/40632,efflux pump conferring antibiotic resistance,1443,3153,Escherichia coli,562,25
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,1a18a886-2362-42cd-9689-6de6510bdf12,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,70.06,79.71,protein homolog model,arnA,144,1440,65.158,https://card.mcmaster.ca/ontology/39419,gene altering cell wall charge conferring antibiotic resistance. polymyxin resistance gene,415,1989,Pseudomonas aeruginosa PAO1,208964,93
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,6dc25b2e-0698-4365-9b23-1fa78e44ea09,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,77.71,81.9,protein homolog model,patA,0,1380,100,https://card.mcmaster.ca/ontology/36033,efflux pump conferring antibiotic resistance,1029,1380,Escherichia coli str. K-12 substr. MG1655,511145,199
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,1b49f00a-5a2d-41f4-b862-e57d348786bc,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,85.43,95.91,protein homolog model,oqxB,1584,1932,75.87,https://card.mcmaster.ca/ontology/40632,efflux pump conferring antibiotic resistance,1443,3153,Escherichia coli,562,25
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,da32f239-d39b-4f0f-91f7-5a6eb2b97465,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,96.19,98.95,protein homolog model,QnrB1,0,681,100,https://card.mcmaster.ca/ontology/39148,fluoroquinolone resistance gene. antibiotic target protection protein,466,681,Klebsiella pneumoniae,573,660
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,edc5bda2-c701-4c1b-93e3-c53fce531554,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,94.25,97.32,protein homolog model,CTX-M-15,0,877,100,https://card.mcmaster.ca/ontology/38278,beta-lactam resistance gene. antibiotic inactivation enzyme,338,877,Escherichia coli,562,461
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,49550850-ff2c-4c62-bd77-56acf493e8f8,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,82.03,93.44,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsC gene conferring resistance to kasugamicin,0,286,49.174,https://card.mcmaster.ca/ontology/39917,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2335,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,12f1e899-b74b-4658-bcd6-ffd646aaf84a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,83.46,88.09,protein homolog model,CRP,0,634,100,https://card.mcmaster.ca/ontology/36657,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,732,634,Escherichia coli str. K-12 substr. W3110,316407,704
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,68531182-99af-4f57-8df9-3b5498045309,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,91.6,97.08,protein homolog model,msrE,0,1477,100,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,a4e58274-967f-434d-93f8-7a0ed0a08167,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,93.5,95.49,protein variant model,Escherichia coli EF-Tu mutants conferring resistance to kirromycin,1,1185,99.916,https://card.mcmaster.ca/ontology/39952,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2203,1185,Escherichia coli,562,242
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,eb86e181-5611-4699-a3b7-83f2c267f25c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,93.75,97.4,protein homolog model,sul1,605,841,67.143,https://card.mcmaster.ca/ontology/36549,sulfonamide resistance gene. antibiotic target replacement protein,4,841,Vibrio fluvialis,676,505
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,3d19e4ec-dc60-4c83-8b10-eb58968fa515,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,92.56,95.88,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,18a1c372-3d15-49d1-aae7-97e74d08dfea,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,83.16,86.24,protein homolog model,mexB,1059,1253,6.174,https://card.mcmaster.ca/ontology/36517,efflux pump conferring antibiotic resistance,835,3142,Pseudomonas aeruginosa,287,28
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5c62064f-4131-48d7-b4c2-5433b0565838,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,84.92,88.68,protein variant model,Salmonella serovars gyrB conferring resistance to fluoroquinolone,0,2416,100,https://card.mcmaster.ca/ontology/39891,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2241,2416,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,69
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,9d1996bc-73a5-4fa5-abc6-8351716d7173,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,81.05,84.38,protein variant model,Escherichia coli mutant UhpT conferring resistance to fosfomycin,0,1369,98.348,https://card.mcmaster.ca/ontology/40592,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2183,1392,Escherichia coli str. K-12 substr. MC4100,1403831,196
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5a9827be-d46d-415a-8cb3-37a362c955bc,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,98.39,99.56,protein homolog model,QnrB1,0,681,100,https://card.mcmaster.ca/ontology/39148,fluoroquinolone resistance gene. antibiotic target protection protein,466,681,Klebsiella pneumoniae,573,660
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,68d07948-69da-49de-b580-5fedbc90d3b4,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,94.03,99.06,protein homolog model,armA,0,774,100,https://card.mcmaster.ca/ontology/37238,aminoglycoside resistance gene. antibiotic target modifying enzyme,222,774,Pseudomonas aeruginosa,287,585
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,123ecd11-9fba-4fdd-8c2f-4e350b1f1bbd,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,83.29,87.6,protein homolog model,H-NS,10,415,97.59,https://card.mcmaster.ca/ontology/37020,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,1445,415,Escherichia coli O157:H7 str. Sakai,386585,824
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,131cd1de-fb5f-4938-bc63-ae1c227385e2,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,95.37,99.03,protein homolog model,msrE,0,1471,99.594,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,c7274ccb-29f7-4377-8b88-fda0b7bb0585,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,90.72,96.19,protein homolog model,FosA5,10,336,77.619,https://card.mcmaster.ca/ontology/39793,antibiotic inactivation enzyme. fosfomycin resistance gene,1283,420,Escherichia coli,562,818
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,6c9e6c50-ac92-431e-b14e-15369bfee225,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,77.09,81.91,protein homolog model,arnA,943,1881,47.159,https://card.mcmaster.ca/ontology/39419,gene altering cell wall charge conferring antibiotic resistance. polymyxin resistance gene,415,1989,Pseudomonas aeruginosa PAO1,208964,93
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,3704715f-acf7-4d08-9975-7e8bc2baada5,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,91.22,95.54,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,6,1544,99.611,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,01c6c631-95bd-4f62-bf76-0e648d62bffb,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,83.08,87.85,protein variant model,Salmonella serovars gyrB conferring resistance to fluoroquinolone,0,2416,100,https://card.mcmaster.ca/ontology/39891,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2241,2416,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,69
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0bcc2b94-ed65-4314-a2a1-4b5897ffb164,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,92.53,96.87,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,885,1542,42.607,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,372467cc-d383-4429-b747-0539fd89d69b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,74.64,80.8,protein variant model,Enterobacter aerogenes omp36 mutants,60,526,41.312,https://card.mcmaster.ca/ontology/39969,gene modulating permeability to antibiotic. beta-lactam resistance gene. antibiotic resistant gene variant or mutant,2195,1128,Enterobacter aerogenes,548,316
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,8c00e044-abb1-483f-b450-c3c1fe53772a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,93.54,97.2,protein homolog model,fyuA,0,2017,99.753,https://card.mcmaster.ca/ontology/40524,aminoglycoside resistance gene. tetracycline resistance gene,423,2022,Escherichia coli,562,88
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,173fa17a-b911-446e-a284-e6010939bde4,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,72.74,80.1,protein homolog model,arnA,8,1890,94.62,https://card.mcmaster.ca/ontology/39419,gene altering cell wall charge conferring antibiotic resistance. polymyxin resistance gene,415,1989,Pseudomonas aeruginosa PAO1,208964,93
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,51f1463a-eb76-4387-907e-ed0c539215f3,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,80.47,85.3,protein homolog model,aminocoumarin resistant alaS,2093,2629,36.382,https://card.mcmaster.ca/ontology/40521,aminocoumarin resistance gene,1919,2631,Escherichia coli str. K-12 substr. MG1655,511145,55
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,37b3ad7a-8eec-46e9-b7a8-c4bea6b0e897,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,81.4,84.96,protein homolog model,acrB,0,3099,98.443,https://card.mcmaster.ca/ontology/36355,efflux pump conferring antibiotic resistance,1725,3148,Enterobacter cloacae,550,27
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e504cb64-3984-4e96-be90-5333f249c594,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,77.93,81.75,protein homolog model,acrD,1183,1476,9.406,https://card.mcmaster.ca/ontology/36630,efflux pump conferring antibiotic resistance,184,3115,Escherichia coli str. K-12 substr. W3110,316407,34
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f3c1ff48-17e6-4cac-8123-60cfa768d990,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_4.fastq,barcode03,94.17,96.28,protein homolog model,FosA5,10,420,97.619,https://card.mcmaster.ca/ontology/39793,antibiotic inactivation enzyme. fosfomycin resistance gene,1283,420,Escherichia coli,562,818
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,3382d476-e3d3-4aed-97d7-c3e413c1c40e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,78.62,82.26,protein variant model,Escherichia coli mutant murA conferring resistance to fosfomycin,0,1260,100,https://card.mcmaster.ca/ontology/40451,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2220,1260,Escherichia coli ATCC 25922,1322345,226
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f12cea12-89c6-4e63-bca5-363b35509daf,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,82.25,89.39,protein variant model,Salmonella serovars gyrB conferring resistance to fluoroquinolone,876,1209,72.311,https://card.mcmaster.ca/ontology/39891,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2241,2416,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,69
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,eabf6b98-d0ce-49f2-8877-7bebdb8d0528,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,90.34,92.6,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,0,4030,100,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,bb91c030-b9d4-4a50-99db-09c1013104cc,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,96.22,98.82,protein homolog model,TEM-104,0,862,100,https://card.mcmaster.ca/ontology/37347,beta-lactam resistance gene. antibiotic inactivation enzyme,951,862,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,ce5569e2-986e-43e7-b748-297469dbeb8b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,91.84,96.45,protein homolog model,msrE,0,1477,100,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0ad4438a-c213-444b-811e-403e3a030a5f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,79.67,84.25,protein homolog model,acrB,2203,3099,28.463,https://card.mcmaster.ca/ontology/36355,efflux pump conferring antibiotic resistance,1725,3148,Enterobacter cloacae,550,27
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,c1f6bd24-123d-42fe-98cd-3632cd94b2c4,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,82.42,86.05,protein homolog model,acrB,804,3099,72.903,https://card.mcmaster.ca/ontology/36355,efflux pump conferring antibiotic resistance,1725,3148,Enterobacter cloacae,550,27
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f26a0907-1e21-4c6a-9a56-4cd89c78619c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,68.07,79.84,protein homolog model,arnA,209,1818,80.895,https://card.mcmaster.ca/ontology/39419,gene altering cell wall charge conferring antibiotic resistance. polymyxin resistance gene,415,1989,Pseudomonas aeruginosa PAO1,208964,93
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,7061c677-f913-456b-bdab-eea56419147e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,94.93,97.04,protein homolog model,FosA5,10,420,97.619,https://card.mcmaster.ca/ontology/39793,antibiotic inactivation enzyme. fosfomycin resistance gene,1283,420,Escherichia coli,562,818
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,875ce8c2-0513-4d26-bd0d-fce9c7916e94,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,74.2,83.92,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,46,2637,98.256,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,35d87dd8-5c24-43b6-9240-09aa804eda21,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,70.23,77.64,protein homolog model,smeE,30,1434,44.942,https://card.mcmaster.ca/ontology/39490,efflux pump conferring antibiotic resistance,283,3124,Stenotrophomonas maltophilia,40324,32
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,cd77aa46-9b42-41d9-a5ba-ba61cc768eb8,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,92.07,95.71,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,0,1500,97.276,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
